Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7.0,8.374375495999999
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,28.0,37.81086384
332.5,142.5,0.0,228.0,0.0,-999.0,594.0,7.0,30.275580636
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28.0,37.43165204
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56.0,53.77223324
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120.0,40.85834776
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7.0,19.35014394
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28.0,12.24509376
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28.0,40.2309246
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14.0,24.986610239999997
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,34.48758952
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365.0,56.141962252
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,26.0621928
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57136584
284.0,15.0,141.0,179.0,5.46,842.0,801.0,56.0,44.520450284729314
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56.0,38.56239268
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28.0,17.275510655999998
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,3.0,7.74971024
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28.0,25.559564796
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90.0,32.53292506
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28.0,37.437857324
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28.0,32.88455782
250.0,180.0,95.0,159.0,9.45,860.0,800.0,28.0,67.86512268
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7.0,21.819846971999997
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28.0,46.38794528
108.3,162.4,0.0,203.5,0.0,-999.0,849.0,3.0,2.331807832
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,82.5992248
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,3.0,14.39625888
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28.0,37.43165204
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90.0,31.023662096
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3.0,28.79941252
151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28.0,13.45857152
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,56.0,32.8535314
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28.0,17.96429718
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,14.0,25.3727168
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3.0,12.788400847999998
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100.0,56.63355864
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.45930106
151.8,178.1,138.7,167.5,18.3,944.0,694.6,28.0,36.349864196
387.0,20.0,94.0,157.0,14.32,938.0,845.0,56.0,56.33708396
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016
