Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28.0,29.89223198
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,14.0,22.31833812
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3.0,40.1964508
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28.0,49.89737812
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.096147
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28.0,44.61185510399999
321.4,0.0,127.9,182.5,11.5,870.1,779.7,28.0,37.265488324
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,12.63809508
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,14.0,29.7508894
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28.0,28.46846404
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7.0,55.59934464
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28.0,38.20386516
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56.0,39.300132
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7.0,17.165883972
148.5,139.4,108.6,192.7,6.1,892.4,780.0,28.0,23.696600644
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,24.40055564
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180.0,52.1243856
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7.0,14.79615496
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14.0,21.26343984
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28.0,15.0305768
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14.0,28.629801423999997
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7.0,7.507014687999999
540.0,0.0,0.0,162.0,2.5,1055.0,676.0,28.0,61.887365759999994
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7.0,12.73462172
356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28.0,58.99846132
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28.0,39.1622368
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,100.0,50.07664188
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28.0,39.300132
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,32.051670812
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7.0,21.16001844
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28.0,65.909079268
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,14.0,33.00521612
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56.0,6.26733684
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100.0,45.3675208
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28.0,24.104080959999997
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100.0,39.2311844
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3.0,9.4458212
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28.0,41.36856
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28.0,24.986610239999997
