Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
288.0,192.0,0.0,932.0,0.0,192.0,717.8,90.0,50.526869708
295.0,0.0,0.0,1069.0,0.0,185.0,769.0,7.0,14.79615496
194.68,0.0,100.52,1006.4,7.48,165.62,905.9,100.0,37.34202016
286.3,200.9,0.0,1004.6,11.2,144.7,803.7,28.0,67.69964844
385.0,0.0,0.0,966.0,0.0,186.0,763.0,14.0,27.923778
153.0,239.0,0.0,1002.0,6.0,200.0,684.0,28.0,26.8550902
480.0,0.0,0.0,936.2,0.0,192.0,712.2,90.0,54.315540328
200.0,133.0,0.0,965.4,0.0,192.0,806.2,3.0,11.41427518
310.0,0.0,0.0,1012.0,0.0,192.0,830.0,90.0,35.763120119999996
286.3,200.9,0.0,1004.6,11.2,144.7,803.7,7.0,37.997022359999995
192.0,288.0,0.0,929.8,0.0,192.0,716.1,3.0,12.788400847999998
500.0,0.0,0.0,966.0,4.0,140.0,853.0,28.0,67.568648
374.0,0.0,0.0,1013.0,7.0,190.0,730.0,28.0,39.05192064
297.16,0.0,117.54,1022.8,9.52,174.8,753.45,3.0,21.91154728
385.0,0.0,136.0,903.0,20.0,158.0,768.0,28.0,55.55108132
173.81,93.37,159.9,1007.2,9.73,172.34,746.6,28.0,37.81086384
246.83,0.0,125.08,1086.8,11.99,143.3,800.89,3.0,23.52492112
252.31,0.0,98.75,987.76,14.17,146.25,889.01,3.0,21.78054684
387.0,20.0,94.0,938.0,13.93,157.0,845.0,56.0,47.96684532
296.0,0.0,0.0,1085.0,0.0,192.0,765.0,7.0,14.2032056
302.0,0.0,0.0,974.0,0.0,203.0,817.0,14.0,18.12632404
295.8,0.0,0.0,1091.4,0.0,185.7,769.3,28.0,25.216895224
142.0,167.0,130.0,883.0,11.0,174.0,785.0,28.0,44.6090972
213.5,0.0,174.24,1043.6,11.66,159.21,771.9,100.0,52.95865156
252.0,0.0,0.0,1111.0,0.0,185.0,784.0,7.0,13.71367764
313.8,0.0,112.6,925.3,10.1,169.9,782.9,28.0,38.461039708
427.5,47.5,0.0,932.0,0.0,228.0,594.0,270.0,43.01296026
158.6,148.9,116.0,953.3,15.0,175.1,719.7,28.0,27.681082448
337.9,189.0,0.0,944.7,9.5,174.9,755.8,28.0,49.89737812
313.3,262.2,0.0,1046.9,8.6,175.5,611.8,91.0,66.59648684
475.0,118.8,0.0,852.1,8.9,181.1,781.5,7.0,55.59934464
349.0,0.0,0.0,1047.0,0.0,192.0,806.0,360.0,42.1269836
167.35,129.9,128.62,1006.3,7.79,175.46,746.6,14.0,31.81242264
229.68,0.0,118.16,1028.1,6.13,195.23,757.63,14.0,22.31833812
387.0,20.0,94.0,938.0,13.93,157.0,845.0,7.0,45.89841732
198.6,132.4,0.0,978.4,0.0,192.0,825.5,7.0,14.638264956
190.0,190.0,0.0,932.0,0.0,228.0,670.0,180.0,46.931941843999994
102.0,153.0,0.0,887.0,0.0,192.0,942.0,7.0,7.675936308
173.0,116.0,0.0,946.8,0.0,192.0,856.8,7.0,11.392211948
144.0,0.0,175.0,943.0,18.0,158.0,844.0,28.0,15.41668336
389.9,189.0,0.0,944.7,22.0,145.9,755.8,91.0,82.5992248
362.6,189.0,0.0,944.7,11.6,164.9,755.8,56.0,77.29715436
305.0,0.0,100.0,959.0,10.0,196.0,705.0,28.0,30.12320644
272.6,0.0,89.6,931.3,10.6,198.7,762.2,28.0,32.245413568000004
331.0,0.0,0.0,978.0,0.0,192.0,825.0,28.0,31.44700036
159.8,250.0,0.0,1049.3,12.2,168.4,688.2,28.0,39.455953576
475.0,0.0,0.0,932.0,0.0,228.0,594.0,7.0,38.60376124
277.05,0.0,97.39,973.9,11.83,160.6,875.61,28.0,48.28400428
277.0,0.0,0.0,968.0,0.0,191.0,856.0,360.0,33.70158688
286.3,200.9,0.0,1004.6,11.2,144.7,803.7,91.0,76.80073164
173.81,93.37,159.9,1007.2,9.73,172.34,746.6,14.0,29.55094136
212.52,0.0,100.37,1007.8,8.71,159.32,903.59,14.0,26.310404159999997
210.7,316.1,0.0,977.0,0.0,185.7,689.3,28.0,37.813621743999995
149.0,236.0,0.0,847.0,13.0,176.0,893.0,28.0,32.956952799999996
277.0,0.0,0.0,968.0,0.0,191.0,856.0,90.0,31.25394708
381.4,0.0,0.0,1104.6,0.0,185.7,784.3,28.0,22.489328168
141.3,212.0,0.0,971.8,0.0,203.5,748.5,3.0,4.827710952
