Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,28.0,24.24197616
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28.0,18.746162964
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3.0,16.27852836
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,3.0,30.44726016
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28.0,52.446370892
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,56.0,53.72396992
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,28.0,29.65436276
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100.0,66.9481196
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28.0,66.89985628
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28.0,41.542307951999994
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180.0,37.32823064
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7.0,30.9574724
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14.0,25.48303296
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28.0,41.20308576
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28.0,60.280886679999995
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7.0,21.859147104
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,3.0,17.36790044
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3.0,15.04436632
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,100.0,40.14818748
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14.0,36.9903874
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,50.655112243999994
222.36,0.0,96.67,189.29,4.46,967.08,870.32,3.0,11.57630204
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28.0,27.53077668
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7.0,24.437787344
313.3,145.0,0.0,178.5,8.0,867.2,824.0,28.0,40.925226931999994
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28.0,33.7153764
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7.0,59.09498796
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28.0,31.41942132
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28.0,31.41942132
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91.0,56.49566344
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14.0,22.53207568
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90.0,31.023662096
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3.0,13.52062436
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28.0,33.79811352
194.68,0.0,100.52,170.17,7.48,998.0,901.8,3.0,12.17614616
238.05,0.0,94.11,186.66,7.0,949.91,847.01,28.0,30.2335226
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28.0,30.439675923999996
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,67.79617508
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28.0,49.89737812
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,56.0,48.9872698
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3.0,33.79811352
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,18.12632404
150.9,0.0,183.9,166.6,11.6,991.2,772.2,28.0,15.569747032
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0,74.98740975999999
424.0,22.0,132.0,168.0,8.92,822.0,750.0,28.0,72.09850532
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28.0,39.1622368
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28.0,23.73865868
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28.0,17.95395504
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28.0,33.664355176
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3.0,9.86640156
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28.0,26.8550902
