Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28.0,52.30364936
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28.0,16.503987012
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3.0,27.42046052
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28.0,23.744174488
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28.0,49.249270679999995
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,39.48629052
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0,31.35047372
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100.0,45.3675208
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,3.0,13.33446584
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7.0,14.2032056
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14.0,36.93522932
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28.0,27.67556664
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,56.09576736
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28.0,39.28978986
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28.0,39.05192064
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,70.69886903999999
212.07,0.0,121.62,180.31,5.69,-1057.6,779.32,28.0,24.90387312
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7.0,42.79577532
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56.0,64.90037588
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3.0,14.143910664
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.395359639999995
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90.0,29.231713972
160.0,188.0,146.0,203.0,11.0,829.0,710.0,28.0,32.83974188
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7.0,21.819846971999997
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,14.0,21.50475644
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3.0,17.22311048
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3.0,11.41427518
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90.0,31.25394708
296.0,0.0,0.0,186.0,0.0,-1090.0,769.0,28.0,25.17966352
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28.0,33.60506024
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28.0,17.576122192
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,3.0,15.81657944
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365.0,38.995383608
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,51.021224
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14.0,59.76377968
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28.0,74.4978818
280.0,129.0,100.0,172.0,9.0,-825.0,805.0,28.0,52.82075636
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28.0,31.38150014
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90.0,26.94472208
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270.0,74.16693332
194.68,0.0,100.52,170.17,7.48,998.0,901.8,100.0,44.27814872
