Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28.0,8.53571288
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,50.655112243999994
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,56.0,31.715896
313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28.0,44.51946532
387.0,20.0,94.0,157.0,14.32,938.0,845.0,3.0,22.752708
132.0,206.5,160.9,178.9,5.5,866.9,-735.6,28.0,33.306517131999996
387.0,20.0,94.0,157.0,11.61,938.0,845.0,3.0,34.77027468
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3.0,15.049192652
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100.0,45.83636448
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180.0,41.836714204
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28.0,43.942373908
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56.0,54.89607912
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,100.0,58.60546
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28.0,37.427515183999994
202.0,11.0,141.0,206.0,1.72,942.0,801.0,3.0,9.84965714581204
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28.0,19.765208492
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14.0,18.12632404
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.91369566
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,3.0,14.39625888
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7.0,13.089012384
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28.0,23.73865868
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14.0,21.0634918
233.81,0.0,94.58,197.89,4.567,947.04,852.16,28.0,22.83544512
305.0,0.0,100.0,196.0,10.0,959.0,705.0,28.0,30.12320644
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7.0,11.392211948
