number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,range_atomic_radius,wtd_mean_ThermalConductivity,critical_temp
5.0,83.79638,740.42,149.6,6404.0,80.0,41.06,57.0,3.0,161.0,64.5416666666667,4.3
7.0,98.8844857142857,753.442857142857,166.857142857143,5767.77557142857,54.0,6.39314285714286,95.9037971428571,2.42857142857143,171.0,73.189853030303,60.0
2.0,97.06475,689.6,189.5,9480.5,77.0,21.35,86.5,5.0,33.0,31.89,5.95
6.0,54.520502,803.85,152.666666666667,3239.40483333333,63.0,6.98366666666667,108.71043,2.66666666666667,171.0,105.087059083095,74.0
4.0,88.302,879.475,138.5,10155.0,119.0,12.045,167.55125,4.0,93.0,80.1171428571429,2.19
3.0,113.044950633333,836.133333333333,177.0,8156.80966666667,99.0,11.104,41.00886,3.0,250.0,23.3510533333333,3.3
4.0,24.73257607,969.525,110.75,2467.379725,84.0,4.895,60.05177,2.0,142.0,26.8701979084967,4.61
3.0,102.407116666667,740.4,169.333333333333,9797.33333333333,91.0,30.8666666666667,84.6666666666667,4.33333333333333,101.0,111.791666666667,10.8
2.0,117.01,836.25,146.0,9131.5,123.0,17.1,37.0,5.0,46.0,36.3333333333333,2.45
2.0,115.09488464,605.4,172.0,6154.0,45.0,3.685,87.5,2.5,36.0,61.25,5.62
3.0,63.4576666666667,781.066666666667,141.333333333333,6095.33333333333,108.0,12.4,140.84,4.0,73.0,15.3725490196078,2.3
6.0,84.188275,752.466666666667,160.166666666667,4565.5715,66.0,8.69366666666667,110.00443,2.66666666666667,171.0,148.481772,79.7
3.0,103.9638462,651.966666666667,165.0,9344.33333333333,34.0,17.6333333333333,109.666666666667,3.66666666666667,90.0,100.0,3.55
6.0,67.3682083333333,754.2,160.666666666667,3672.23816666667,57.0,15.1203333333333,82.8377633333333,2.33333333333333,205.0,82.5758507692308,35.0
5.0,47.6484948,848.06,139.6,3269.4858,71.0,8.4124,28.452516,2.8,171.0,22.1644675,3.45
5.0,84.05704064,1045.3,105.2,3750.625,164.0,4.0424,5.051856,3.4,164.0,5.08738096,5.2
3.0,61.8095,637.9,155.333333333333,3621.33333333333,57.0,21.2633333333333,71.3333333333333,3.0,108.0,85.45,2.58
4.0,112.33695,647.625,177.5,8305.5,58.0,27.2,43.5,3.75,141.0,47.375,7.34
7.0,90.2905885714286,789.014285714286,153.714285714286,4619.06128571429,99.0,8.56028571428571,94.3536542857143,3.28571428571429,171.0,62.1976025,31.0
2.0,74.9587,697.95,177.5,7709.5,78.0,19.1,57.0,3.0,57.0,42.72,2.92
5.0,86.611119,782.58,166.2,5854.4858,79.0,9.5044,105.805316,2.6,205.0,89.7041396899225,33.0
6.0,84.2260666666667,801.083333333333,161.666666666667,6091.90483333333,58.0,10.3953333333333,105.337763333333,2.33333333333333,205.0,93.7370448648649,65.0
4.0,96.03285,785.4,168.0,5384.35725,82.0,10.3055,108.256645,2.25,205.0,96.8408617337461,90.0
4.0,97.4816,790.9,167.0,4760.35725,82.0,7.2555,114.256645,2.25,205.0,85.295948,88.0
3.0,72.3172933333333,711.466666666667,166.333333333333,7060.0,99.0,37.6666666666667,114.333333333333,5.0,87.0,90.2,5.0
5.0,116.66916,805.04,141.8,6542.2858,80.0,7.3984,95.605316,3.0,171.0,80.77943,9.4
4.0,76.4445625,794.0,164.5,4235.85725,77.0,8.1805,108.756645,2.25,205.0,96.9206650734725,92.6
7.0,76.4133,883.671428571429,134.857142857143,4173.24,67.0,19.8402857142857,91.2932014285714,2.57142857142857,205.0,59.1261647777778,49.0
5.0,60.93397464,1047.9,111.0,3950.025,124.0,9.6564,28.410856,2.8,153.0,35.506659,25.4
2.0,144.0952845,774.5,190.0,12905.5,133.0,16.75,171.5,4.5,32.0,37.85,1.79
5.0,74.23165,816.36,160.0,4816.6858,62.0,8.0144,111.005316,2.2,205.0,96.3121109803922,23.0
5.0,72.942289,786.82,162.0,5168.6858,75.0,9.7844,107.005316,2.6,205.0,93.4220046153846,68.0
5.0,74.290174,810.8,149.8,4975.4858,64.0,6.9944,113.605316,2.2,171.0,61.1323314285714,20.0
5.0,86.611119,782.58,166.2,5854.4858,79.0,9.5044,105.805316,2.6,205.0,91.3220046153846,49.0
5.0,88.936744,743.42,170.6,4617.8858,72.0,7.8044,89.605316,2.4,205.0,110.180842666667,61.0
3.0,111.12546,735.033333333333,158.666666666667,7525.66666666667,100.0,17.8333333333333,48.3333333333333,4.66666666666667,65.0,51.875,14.4
3.0,73.4242666666667,700.766666666667,174.666666666667,4741.66666666667,87.0,7.13,45.84,3.33333333333333,162.0,39.2965517241379,32.0
2.0,67.4025,849.75,129.5,6346.5,107.0,9.6,39.76,4.5,53.0,39.76,8.8
3.0,64.9228333333333,664.233333333333,179.0,6965.66666666667,45.0,25.8333333333333,64.0,5.0,19.0,32.35,6.9
5.0,100.561774,734.16,155.8,5761.2858,83.0,6.4444,88.205316,2.8,158.0,61.7723314285714,21.2
2.0,63.45885,799.3,140.0,6458.5,73.0,24.1,72.0,5.5,52.0,72.0,1.506
5.0,84.51936,773.18,146.6,6313.6858,96.0,8.6244,103.805316,2.6,158.0,61.8424742857143,20.0
3.0,88.4194706666667,761.633333333333,158.333333333333,9291.66666666667,102.0,30.7333333333333,105.333333333333,4.33333333333333,73.0,114.736842105263,8.0
4.0,103.36765,780.6,166.5,9420.25,78.0,17.375,58.75,4.0,105.0,58.12,12.6
2.0,87.46,812.6,146.5,7549.5,135.0,20.7,69.76,6.0,87.0,59.8685714285714,6.28
5.0,102.654174,772.68,152.2,5815.4858,71.0,6.4784,96.605316,2.6,171.0,72.6632481318681,34.9
5.0,74.23165,816.36,160.0,4816.6858,62.0,8.0144,111.005316,2.2,205.0,97.15418,28.0
2.0,81.31469,621.15,167.0,7237.0,59.0,16.195,41.5,4.0,62.0,47.75,14.5
5.0,112.97864,735.32,177.0,5776.4858,76.0,10.2044,94.605316,2.4,205.0,97.9143123076923,89.5
3.0,43.9342933333333,749.933333333333,132.0,4453.33333333333,84.0,42.3333333333333,77.0,4.0,111.0,83.85,6.4
2.0,31.9332,985.45,112.0,2254.2145,76.0,9.461,11.01329,3.0,128.0,11.5309883769634,0.7
2.0,97.06475,689.6,189.5,9480.5,77.0,21.35,86.5,5.0,33.0,23.6318407960199,5.8
2.0,72.8457693,642.7,131.5,5005.0,76.0,8.85,151.0,3.5,27.0,92.536,3.69
5.0,73.000813,781.26,151.8,5327.4858,77.0,8.7644,109.605316,2.6,171.0,61.1294742857143,32.17
5.0,83.24476,779.88,149.8,4584.2858,73.0,8.1524,128.605316,2.6,171.0,135.7533225,89.5
5.0,74.23165,816.36,160.0,4816.6858,62.0,8.0144,111.005316,2.2,205.0,95.3449084046693,50.08
5.0,87.9590524,726.8,167.2,8985.4,69.0,25.02,72.0,4.2,125.0,80.5444444444445,3.45
2.0,142.56169,765.85,189.0,15565.0,120.0,26.4,102.0,5.5,18.0,92.4,2.2
4.0,76.5177175,787.05,151.75,4434.35725,80.0,6.9055,112.006645,2.25,171.0,61.3406739020899,29.2
2.0,208.0902,709.05,148.5,10560.0,65.0,7.835,21.5,4.5,11.0,19.88,8.8
3.0,65.9983333333333,714.9,161.0,6417.0,48.0,35.6666666666667,63.0,4.33333333333333,119.0,61.8194594594595,7.51
1.0,118.71,708.2,145.0,7310.0,109.0,7.0,67.0,4.0,0.0,67.0,5.3
3.0,95.13436,880.1,154.0,7293.75033333333,33.0,17.5533333333333,25.6752766666667,4.0,152.0,26.7067470984456,13.7
3.0,171.633666666667,868.4,160.0,16750.0,184.0,21.1666666666667,74.6666666666667,6.0,57.0,51.21,3.07
6.0,93.0593116666667,709.683333333333,177.166666666667,4786.40483333333,64.0,7.877,107.00443,2.33333333333333,205.0,206.135105333333,80.0
3.0,51.59336,907.633333333333,143.333333333333,4359.417,35.0,15.2866666666667,25.3419433333333,4.0,142.0,16.8655102030457,13.2
7.0,108.047035985714,712.871428571429,171.571428571429,5162.91842857143,64.0,6.80314285714286,102.003797142857,2.57142857142857,250.0,161.860998113208,108.0
2.0,112.565,755.85,157.0,9666.5,82.0,11.85,69.0,4.0,24.0,69.6666666666667,0.41
3.0,88.0255,686.6,166.0,7421.0,64.0,26.7333333333333,63.3333333333333,4.0,151.0,80.1111111111111,2.66
3.0,87.4683333333333,856.166666666667,127.333333333333,6311.0,135.0,12.2333333333333,27.5066666666667,5.0,53.0,40.628,12.9
5.0,68.1447664,769.4,151.4,4624.0,45.0,11.396,68.4472,3.6,97.0,86.21059,39.0
5.0,83.24476,779.88,149.8,4584.2858,73.0,8.1524,128.605316,2.6,171.0,72.414176,59.0
3.0,119.73599,731.733333333333,162.0,10345.3333333333,112.0,27.5,104.333333333333,4.33333333333333,84.0,122.6,2.2
6.0,81.4687333333333,705.083333333333,177.5,3943.5715,57.0,7.49366666666667,111.671096666667,2.16666666666667,205.0,99.6104661538461,69.0
3.0,57.9677666666667,706.0,167.333333333333,4516.33333333333,88.0,7.17666666666667,59.84,3.33333333333333,140.0,52.3389743589744,31.1
7.0,78.9406071428571,796.714285714286,163.571428571429,5574.48985714286,46.0,8.19314285714286,105.618082857143,2.28571428571429,171.0,83.7096250592885,72.5
5.0,72.89433,782.44,161.4,5170.2858,84.0,9.9844,105.205316,2.2,205.0,96.3681966924266,86.0
5.0,88.936744,743.42,170.6,4617.8858,72.0,7.8044,89.605316,2.4,205.0,96.4346261893764,90.35
5.0,63.30062,839.06,146.4,3472.2858,88.0,26.8644,118.605316,2.4,205.0,69.374184494382,26.0
3.0,161.398806666667,552.2,199.333333333333,8212.0,41.0,5.8,24.0,3.33333333333333,91.0,21.25,1.24
5.0,83.24476,779.88,149.8,4584.2858,73.0,8.1524,128.605316,2.6,171.0,72.414176,89.0
4.0,93.59135,830.575,141.5,5732.85725,76.0,6.523,117.506645,2.5,171.0,56.1258777777778,20.0
5.0,108.46255,692.72,186.8,4157.4858,70.0,5.6704,27.805316,2.8,205.0,13.912948,9.0
5.0,85.09708,782.32,164.6,6372.4858,85.0,11.4044,113.205316,3.0,185.0,71.5151885714286,49.0
4.0,76.4445625,794.0,164.5,4235.85725,77.0,8.1805,108.756645,2.25,205.0,139.20886,92.0
2.0,54.9373475,704.1,161.5,7505.0,59.0,19.5,65.5,4.5,19.0,31.483,4.52
4.0,75.963303,672.225,167.0,5757.5,56.0,25.5,65.25,3.25,106.0,101.9,3.51
4.0,60.36015982,773.7,144.5,4018.85725,92.0,5.5555,138.256645,2.0,147.0,59.6477493975904,18.0
5.0,103.010254,770.22,150.0,5503.4858,82.0,7.7044,91.205316,2.8,171.0,43.2111425,12.0
5.0,95.76645,755.8,176.0,4702.6858,72.0,8.0844,94.805316,2.4,205.0,98.4340563749032,91.4
5.0,83.24476,779.88,149.8,4584.2858,73.0,8.1524,128.605316,2.6,171.0,171.880263265306,95.0
3.0,89.3898333333333,770.633333333333,155.666666666667,9799.0,99.0,31.6333333333333,107.333333333333,4.66666666666667,69.0,107.333333333333,3.43
5.0,66.13894464,1054.48,117.2,4479.825,124.0,11.7964,29.010856,2.8,184.0,36.256673,36.0
5.0,69.17125,753.08,170.4,3698.6858,63.0,8.2524,127.005316,2.2,205.0,102.363129206349,72.1
2.0,133.3447845,734.0,155.0,12602.0,127.0,9.045,174.5,4.0,38.0,290.9,0.264
3.0,35.3361795333333,671.1,133.333333333333,3713.33333333333,77.0,27.9,138.666666666667,4.0,60.0,62.875,14.0
