Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,71.98818916
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7.0,30.9574724
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28.0,40.062002979999995
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,100.0,45.3675208
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28.0,41.684340008
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28.0,40.679084
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,14.0,33.72916592
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28.0,26.922658848
194.68,0.0,100.52,170.17,7.48,998.0,901.8,14.0,24.28334472
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14.0,22.53207568
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0,7.83934212
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56.0,64.90037588
516.0,0.0,0.0,162.0,8.26,801.0,802.0,28.0,41.36856
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100.0,52.04164848
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28.0,26.14492992
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91.0,66.59648684
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270.0,54.378282643999995
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120.0,40.85834776
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56.0,64.90037588
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28.0,15.340841
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,32.72253096
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7.0,14.596896395999998
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,28.0,31.64005364
145.4,0.0,178.9,201.7,7.8,824.0,868.7,28.0,10.535882756
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0,17.54026944
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100.0,40.38950408
252.31,0.0,98.75,146.25,14.17,987.76,889.01,28.0,50.60064364
277.0,117.0,91.0,191.0,7.0,946.0,666.0,28.0,43.5748832
236.0,157.0,0.0,-999.0,0.0,972.6,749.1,90.0,47.782065751999994
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,39.300132
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,100.0,49.99390476
202.0,11.0,141.0,206.0,1.72,942.0,801.0,3.0,9.84965714581204
387.0,20.0,94.0,157.0,14.32,938.0,845.0,7.0,36.83870268
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,100.0,46.2293658
339.2,0.0,0.0,-999.0,0.0,1069.2,754.3,7.0,21.179323768
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28.0,18.41590396
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28.0,15.526310044
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28.0,52.426376088
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3.0,6.940954892
424.0,22.0,132.0,178.0,8.48,822.0,750.0,28.0,62.05284
165.0,128.5,132.1,-999.0,8.08,1005.8,746.6,14.0,33.08795324
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56.0,29.447519959999997
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,18.12632404
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90.0,21.859147104
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28.0,41.542307951999994
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90.0,26.94472208
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7.0,14.49968028
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7.0,16.26473884
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,14.0,47.7117392
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3.0,15.049192652
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28.0,19.00885332
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28.0,24.290928956
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.096147
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180.0,36.44570136
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100.0,43.0577762
295.71,0.0,95.64,171.54,8.87,955.14,859.2,14.0,35.2322236
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3.0,28.296095039999997
238.05,0.0,94.11,186.66,7.0,949.91,847.01,100.0,44.298833
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360.0,44.698039603999995
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7.0,13.664035368
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28.0,31.874475479999997
277.05,0.0,97.39,160.6,11.83,973.9,875.61,3.0,23.13881456
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,14.0,34.23937816
149.0,139.0,109.0,193.0,6.0,892.0,780.0,28.0,23.69039536
233.81,0.0,94.58,-999.0,4.567,947.04,852.16,100.0,34.55653712
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91.0,56.49566344
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,33.082437432
277.05,0.0,97.39,160.6,11.83,973.9,875.61,14.0,41.885667
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7.0,24.00065956
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3.0,25.02108404
332.5,142.5,0.0,228.0,0.0,932.0,594.0,365.0,41.052779992
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56.0,58.798513279999995
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.102692036
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90.0,40.65839972
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28.0,81.75116932
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7.0,30.14389072
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180.0,32.32952964
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28.0,46.234192132
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28.0,68.29949256
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100.0,45.3675208
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28.0,33.68779736
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90.0,37.721921436
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,67.30664712
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3.0,3.31982694
