Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,3.0,19.41564416
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,14.0,33.08795324
166000.0,259.7,0.0,183.2,12.7,858.8,826.8,28.0,37.917043144
385000.0,0.0,0.0,186.0,0.0,966.0,763.0,14.0,27.923778
321.4,0.0,127.9,182.5,11.5,870.1,779.7,28.0,37.265488324
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.019005639999996
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,28.0,37.81086384
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7.0,37.997022359999995
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7.0,47.09810556
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7.0,42.42345828
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7.0,52.61391356
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,69.65776027999999
238050.0,0.0,94.11,186.66,7.0,949.91,847.01,3.0,19.93275116
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7.0,45.69846928
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7.0,55.59934464
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,45.08483564
158000.0,0.0,195.0,220.0,11.0,898.0,713.0,28.0,8.53571288
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28.0,19.98790924
250000.0,0.0,95.69,191.84,5.33,948.9,857.2,28.0,27.22051248
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180.0,46.931941843999994
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.45193656
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28.0,42.63719584
315000.0,137.0,0.0,145.0,5.9,1130.0,745.0,28.0,81.75116932
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56.0,31.35047372
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3.0,6.883728383999999
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270.0,43.01296026
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712
236000.0,0.0,0.0,194.0,0.0,968.0,885.0,14.0,12.83804312
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91.0,73.29819356
313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28.0,41.05140104
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180.0,36.251958603999995
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,24.00065956
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28.0,46.234192132
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7.0,14.49968028
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7.0,20.27748916
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28.0,40.14818748
143000.0,169.4,142.7,190.7,8.4,967.4,643.5,28.0,29.726068263999995
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28.0,31.178794196
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,58.78472376
336.0,0.0,0.0,182.0,3.0,986.0,817.0,28.0,44.86420332
229680.0,0.0,118.16,195.23,6.13,1028.1,757.63,14.0,22.31833812
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28.0,39.1622368
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28.0,38.70028788
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.398217439999996
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365.0,52.908319811999995
350000.0,0.0,0.0,203.0,0.0,974.0,775.0,90.0,31.35047372
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90.0,29.231713972
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28.0,51.331488199999995
286300.0,200.9,0.0,144.7,11.2,1004.6,803.7,28.0,67.69964844
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,56.0,53.95839176
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28.0,31.84000168
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28.0,30.57136584
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.102692036
145.0,0.0,134.0,181.0,11.0,979.0,812.0,28.0,13.19657064
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,28.0,24.84871504
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28.0,37.16965116
151.0,0.0,184.0,167.0,12.0,991.0,772.0,28.0,15.56836808
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7.0,34.569637164
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28.0,37.43165204
