Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28.0,-18.41590396
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28.0,25.726417988
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7.0,35.101223159999996
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3.0,3.31982694
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,3.0,15.81657944
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28.0,40.2309246
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7.0,19.765208492
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28.0,61.09446836
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7.0,14.843728804
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14.0,32.90179472
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14.0,16.87837248
238.05,0.0,94.11,186.66,7.0,949.91,847.01,28.0,30.2335226
326.0,166.0,0.0,174.0,9.0,882.0,790.0,28.0,61.23236356
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,32.72253096
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,3.0,11.98309288
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56.0,53.77223324
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90.0,36.588422892
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14.0,36.9903874
280.0,129.0,100.0,172.0,9.0,825.0,805.0,28.0,52.82075636
387.0,20.0,94.0,157.0,14.32,938.0,845.0,3.0,22.752708
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28.0,39.28978986
290.35,0.0,96.18,168.08,9.41,961.18,865.0,14.0,34.67374804
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14.0,20.08443588
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100.0,45.3675208
133.1,210.2,0.0,195.7,3.1,949.4,795.3,28.0,28.937997196
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270.0,55.064311264
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7.0,30.9574724
154.8,0.0,142.8,193.3,9.1,1047.4,696.7,28.0,12.459520796
516.0,0.0,0.0,162.0,8.26,801.0,802.0,28.0,41.36856
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,34.48758952
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3.0,9.731264264
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7.0,10.335934716
295.71,0.0,95.64,171.54,8.87,955.14,859.2,3.0,22.94576128
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56.0,64.90037588
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.19451236
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91.0,75.49762199999999
250.0,0.0,95.69,187.42,5.53,956.86,861.17,56.0,38.32797084
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,51.021224
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28.0,17.3403214
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3.0,17.22311048
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7.0,27.742445811999996
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91.0,64.90037588
140.0,164.0,128.0,237.0,6.0,869.0,656.0,28.0,35.225328839999996
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,28.0,24.24197616
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,38.610656
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90.0,43.565230536
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,39.300132
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56.0,33.963587759999996
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28.0,39.699338604
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,100.0,56.8128224
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3.0,11.41427518
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3.0,34.39795764
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3.0,15.43736764
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.91369566
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28.0,65.99664272
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28.0,33.7153764
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28.0,23.835874796
424.0,22.0,132.0,168.0,8.92,822.0,750.0,3.0,32.109882284729316
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7.0,24.437787344
298.2,0.0,107.0,209.7,11.1,879.6,744.2,28.0,31.875164956000003
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100.0,48.15300384
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28.0,24.90387312
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28.0,29.41304616
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3.0,10.38350856
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,25.11662571527068
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,-68.75060685418796
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270.0,55.15808
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28.0,19.98790924
277.05,0.0,97.39,160.6,11.83,973.9,875.61,14.0,41.885667
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28.0,38.70028788
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3.0,-9.561653168
