Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
149.0,139.0,109.0,193.0,6.0,892.0,780.0,28.0,24.0
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.0
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,51.0
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14.0,30.0
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28.0,26.0
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56.0,55.0
194.68,0.0,100.52,170.17,7.48,998.0,901.8,100.0,44.0
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270.0,41.0
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90.0,54.0
491.0,26.0,123.0,210.0,3.93,882.0,699.0,3.0,26.0
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360.0,41.0
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28.0,31.0
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28.0,24.0
148.5,139.4,108.6,192.7,6.1,892.4,780.0,28.0,24.0
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,56.0
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28.0,33.0
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3.0,16.0
313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28.0,45.0
149.0,153.0,194.0,192.0,8.0,935.0,623.0,28.0,25.0
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28.0,45.0
250.0,0.0,95.69,187.42,5.53,956.86,861.17,28.0,29.0
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,59.0
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,24.0
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28.0,53.0
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0,8.0
424.0,22.0,132.0,178.0,8.48,822.0,750.0,28.0,62.0
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,100.0,59.0
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28.0,25.0
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14.0,30.0
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28.0,48.0
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28.0,38.0
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28.0,23.0
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28.0,27.0
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3.0,7.0
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7.0,13.0
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28.0,20.0
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28.0,24.0
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,69.0
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7.0,22.0
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14.0,24.0
355.0,19.0,97.0,145.0,12.25,967.0,871.0,28.0,55.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56.0,30.0
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28.0,41.0
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0,56.0
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,68.0
165.0,0.0,150.0,182.0,12.0,1023.0,729.0,28.0,18.0
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7.0,21.0
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91.0,73.0
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100.0,48.0
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180.0,37.0
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7.0,14.0
252.31,0.0,98.75,146.25,14.17,987.76,889.01,14.0,42.0
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28.0,27.0
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100.0,48.0
446.0,24.0,79.0,162.0,11.61,967.0,712.0,28.0,57.0
150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28.0,13.0
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28.0,60.0
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,3.0,21.0
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28.0,37.0
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28.0,24.0
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365.0,53.0
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56.0,74.0
135.0,0.0,166.0,180.0,10.0,961.0,805.0,28.0,13.0
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90.0,29.0
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100.0,44.0
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56.0,73.0
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28.0,39.0
290.35,0.0,96.18,168.08,9.41,961.18,865.0,100.0,49.0
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28.0,36.0
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90.0,51.0
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,3.0,13.0
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28.0,24.0
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,24.0
277.05,0.0,97.39,160.6,11.83,973.9,875.61,28.0,48.0
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28.0,25.0
491.0,26.0,123.0,201.0,3.93,822.0,699.0,56.0,62.0
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,28.0,37.0
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28.0,35.0
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56.0,32.0
491.0,26.0,123.0,210.0,3.93,882.0,699.0,7.0,33.0
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28.0,61.0
250.0,0.0,95.69,191.84,5.33,948.9,857.2,14.0,25.0
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28.0,33.0
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,100.0,41.0
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28.0,41.0
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100.0,59.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270.0,55.0
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.0
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7.0,33.0
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100.0,52.0
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28.0,15.0
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90.0,43.0
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0,18.0
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28.0,28.0
222.36,0.0,96.67,189.29,4.46,967.08,870.32,3.0,12.0
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,28.0,33.0
