Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals)"
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28.0,24.290928956
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7.0,49.80085148
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100.0,45.3675208
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7.0,12.73462172
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28.0,55.647607959999995
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28.0,61.09446836
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871315999999
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56.0,69.29923276
362600.0,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,3.0,13.12072828
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28.0,31.44700036
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100.0,39.2311844
339000.0,0.0,0.0,197.0,0.0,968.0,781.0,7.0,20.96696516
387.0,20.0,94.0,157.0,13.93,938.0,845.0,56.0,47.96684532
322000.0,0.0,0.0,203.0,0.0,974.0,800.0,14.0,20.77391188
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,14.0,22.31833812
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90.0,37.91428524
480000.0,0.0,0.0,192.0,0.0,936.2,712.2,7.0,34.569637164
194.68,0.0,100.52,170.17,7.48,998.0,901.8,56.0,43.38872468
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28.0,12.45883132
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56.0,36.3009114
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90.0,43.25082948
116000.0,173.0,0.0,192.0,0.0,909.8,891.9,3.0,6.280436883999999
284.0,15.0,141.0,179.0,5.46,842.0,801.0,7.0,24.13166
116000.0,173.0,0.0,192.0,0.0,909.8,891.9,90.0,31.023662096
159800.0,250.0,0.0,168.4,12.2,1049.3,688.2,28.0,39.455953576
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180.0,42.620648416
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3.0,11.36256448
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360.0,33.70158688
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56.0,58.798513279999995
252.1,97.1,75.6,193.8,8.3,835.5,821.4,28.0,33.399596392
284.0,15.0,141.0,179.0,5.46,842.0,801.0,3.0,13.39553371527068
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28.0,37.42475728
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,3.0,15.52010476
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3.0,25.02108404
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7.0,35.076402024
148.5,139.4,108.6,192.7,6.1,892.4,780.0,28.0,23.696600644
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28.0,39.699338604
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,3.0,13.54130864
387.0,20.0,94.0,157.0,11.61,938.0,845.0,28.0,46.68441996
296000.0,0.0,0.0,192.0,0.0,1085.0,765.0,28.0,21.6495464
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,39.300132
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90.0,50.732333556
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3.0,15.049192652
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,3.0,13.33446584
246830.0,0.0,125.08,143.3,11.99,1086.8,800.89,28.0,52.5035974
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28.0,16.503987012
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,69.65776027999999
337900.0,189.0,0.0,174.9,9.5,944.7,755.8,7.0,35.101223159999996
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7.0,16.889404096
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365.0,52.908319811999995
475000.0,118.8,0.0,181.1,8.9,852.1,781.5,28.0,68.29949256
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90.0,32.53292506
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3.0,15.615941924
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7.0,10.730314988
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90.0,29.231713972
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0,23.523542168
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0,48.4012152
321300.0,164.2,0.0,190.5,4.6,870.0,774.0,28.0,57.21823428799999
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,35.75425543054136
166800.0,250.2,0.0,203.5,0.0,975.6,692.6,7.0,15.748321315999998
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,45.08483564
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91.0,68.09954452
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,28.0,45.939785879999995
295.71,0.0,95.64,171.54,8.87,955.14,859.2,28.0,39.94134468
194.68,0.0,100.52,170.17,7.48,998.0,901.8,28.0,37.2661778
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,100.0,49.99390476
190000.0,190.0,0.0,228.0,0.0,932.0,670.0,365.0,53.69225402399999
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,25.72434956
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14.0,35.9561734
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3.0,6.467284879999999
213500.0,0.0,174.24,159.21,11.66,1043.6,771.9,28.0,44.63667624
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90.0,52.908319811999995
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28.0,33.68779736
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180.0,38.99676256
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,3.0,12.5484632
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,32.922478999999996
231750.0,0.0,121.62,173.96,6.72,1056.4,778.45,14.0,26.77235308
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28.0,33.41890172
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7.0,46.89815752
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932
150.0,237.0,0.0,174.0,12.0,1069.0,675.0,28.0,37.43165204
